url,label
http://www.dutchthewiz.com/freeware/,good
http://www.collectiblejewels.com,good
http://www.deadlinedata.com,good
http://www.mil.fi/maavoimat/kalustoesittely/00116_en.dsp,good
http://www.avclub.com/content/node/24539,good
http://www.yellowstone.net/baptist,good
http://www.eteamz.com/varavens/,good
http://www.beckettonfilm.com/,good
http://www.newedgemanagement.com/,good
http://www.fourdir.com/tubatulabal.htm,good
http://eserver.org/langs/feudal-dictionary.txt,good
http://www.tkhr.com/,good
http://www.chinaluqing.com/,good
http://www.urmc.rochester.edu/pr/news/archive/park.html,good
http://www.whitewaterontario.ca/,good
http://discountpetdrugs.com,good
http://democrats.reform.house.gov/investigations.asp?issue=tobacco,good
http://com.en.sport.citroen.com/,good
http://www.dbccollectibles.com/,good
http://leftfootblue.20m.com/,good
http://www.bostonphoenix.com/archive/tv/00/03/09/state_of_the_art.html,good
http://www.first-nature.com/fungi/id_guide/boletales/boletus_edulis.htm,good
http://www.greenspecialty.com/,good
http://www.kenanderson.net/bible/html/nrsv.html,good
http://sports.excite.com/wcbk/teams/203/index.html,good
http://www.egfgunclub.org/,good
http://www.geocities.com/allsaintswithstceddsshrubend/,good
http://www.shastacam.com/,good
http://www.two-lane.com,good
http://www.presstimeproductions.com/,good
http://www.funtrivia.com/dir/78.html,good
http://www.skdtac.com,good
http://www.familyofficenetwork.com/,good
http://www.salon.com/music/sharps/1997/11/18sharps.html,good
http://www.southsidemachine.net/,good
http://www.bleep-holdings.co.uk,good
http://www.if-legends.org/~adventure/oshea_kevin.html,good
http://www.alfaromeo.com.au/,good
http://www.iberco.com,good
http://www.isa.org.mx,good
http://e.webring.com/hub?ring=balletring,good
http://www.pregnancy-directory.com/,good
http://www.astrotulsa.com/,good
http://www.mediaminer.org/fanart/src.php?s=tv&amp;t=864,good
http://www.holidayclassics.com,good
http://tc.bmjjournals.com/cgi/content/full/8/2/210,good
http://www.angelfire.com/ky3/akitas/kyoujiakitas.html,good
http://www.mmtimber.co.uk,good
